"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eif51",2.56929947882223e-24,0.394876838293872,0.99,0.819,4.29150091947677e-20,"9","Eif5"
"Hk22",3.86957250602965e-24,0.350321471289574,0.875,0.48,6.46334695682132e-20,"9","Hk2"
"Rpl291",5.4975011066715e-24,0.312275387976399,0.985,0.971,9.18247609847341e-20,"9","Rpl29"
"Npm3",5.74011454896158e-24,0.331376428166626,0.795,0.402,9.58771333113053e-20,"9","Npm3"
"BC100530",1.2224934075723e-23,0.950186597602179,0.17,0.031,2.04193073866801e-19,"9","BC100530"
"mt-Atp8",1.50848691586926e-23,0.440026998162485,0.955,0.79,2.51962569557643e-19,"9","mt-Atp8"
"Eif6",2.08806771478385e-23,0.426450852400488,0.945,0.662,3.48769950400346e-19,"9","Eif6"
"Limd1",2.66206037192925e-23,0.278560350128313,0.745,0.336,4.44643943923343e-19,"9","Limd1"
"Ndfip21",6.09887634299911e-23,0.32563681448766,0.865,0.474,1.01869531557114e-18,"9","Ndfip2"
"Pebp1",7.53380546629994e-23,0.324122816061806,0.9,0.528,1.25837152703608e-18,"9","Pebp1"
"Rpl83",8.03065683557872e-23,0.264130177641922,1,0.993,1.34136061124671e-18,"9","Rpl8"
"Vdac11",1.12914100916938e-22,0.357879132974856,0.84,0.458,1.88600422761561e-18,"9","Vdac1"
"Stk401",1.22857658912325e-22,0.324144243864423,0.84,0.429,2.05209147681256e-18,"9","Stk40"
"Mest1",1.71153782442873e-22,0.326162557049479,0.855,0.503,2.85878162814331e-18,"9","Mest"
"Mat2a1",2.39346498807945e-22,0.422151675708997,0.925,0.665,3.9978045695891e-18,"9","Mat2a"
"Pabpc1",2.79680123708802e-22,0.297635535970166,1,0.972,4.67149710630813e-18,"9","Pabpc1"
"Rtn4",2.87417836447758e-22,0.413667919872522,0.955,0.667,4.80074012218691e-18,"9","Rtn4"
"Hdgf",3.18228315856299e-22,0.350931244914559,0.935,0.622,5.31536755974776e-18,"9","Hdgf"
"Ccnl12",3.623493800649e-22,0.353028738992686,0.95,0.687,6.05232169522403e-18,"9","Ccnl1"
"Gm10020",4.99892904148422e-22,0.321253695625292,0.785,0.403,8.34971117799109e-18,"9","Gm10020"
"Mbnl2",1.10371690666489e-21,0.290565177283465,0.8,0.395,1.84353834920237e-17,"9","Mbnl2"
"Rpl52",1.271764997259e-21,0.331393889938872,0.99,0.899,2.12422907492171e-17,"9","Rpl5"
"Id1",1.43127791087937e-21,0.386348127482529,0.29,0.085,2.39066349454181e-17,"9","Id1"
"Eif3j1",2.22452797134498e-21,0.365261390439411,0.865,0.531,3.71562907053753e-17,"9","Eif3j1"
"Ppp4r2",2.25847589920149e-21,0.346678830993116,0.825,0.479,3.77233229443624e-17,"9","Ppp4r2"
"Lyar",2.26956392169719e-21,0.258134914690577,0.68,0.31,3.79085261841082e-17,"9","Lyar"
"Csrp1",3.46983223206921e-21,0.341531079477848,0.775,0.4,5.7956607772252e-17,"9","Csrp1"
"mt-Cytb",4.74759390289757e-21,0.395686121315466,0.99,0.983,7.92990609600981e-17,"9","mt-Cytb"
"Mif1",5.50449953136513e-21,0.35510006030063,0.955,0.741,9.19416556723918e-17,"9","Mif"
"Myo1e1",5.69539548244088e-21,0.304948567620429,0.8,0.418,9.513019074321e-17,"9","Myo1e"
"Tubb61",1.00839488797962e-20,0.270769826467639,0.645,0.303,1.68432198139236e-16,"9","Tubb6"
"Ivns1abp2",1.02011273862776e-20,0.276840164675073,0.855,0.461,1.70389430732994e-16,"9","Ivns1abp"
"Eif1a",1.46381646676026e-20,0.321466764548502,0.86,0.481,2.44501264442966e-16,"9","Eif1a"
"Eef1b2",1.64760669120417e-20,0.365490586681255,0.96,0.816,2.75199745631832e-16,"9","Eef1b2"
"Rpl322",2.53380450491721e-20,0.26725299759057,1,0.999,4.23221366456322e-16,"9","Rpl32"
"Avpi11",2.61420431656919e-20,0.348648770919112,0.925,0.557,4.36650546996552e-16,"9","Avpi1"
"Ctnna11",2.69803088113735e-20,0.303060369508679,0.82,0.423,4.50652098076372e-16,"9","Ctnna1"
"Rpl13-ps32",3.16462188968184e-20,0.385666184408512,0.925,0.754,5.28586794233558e-16,"9","Rpl13-ps3"
"Rsl1d1",5.86265303549784e-20,0.3043449584543,0.755,0.382,9.79238936519204e-16,"9","Rsl1d1"
"Rpl36al",9.51077727784509e-20,0.275973823432654,0.975,0.901,1.58858512871847e-15,"9","Rpl36al"
"Eif5b1",1.10139693533404e-19,0.348728005024509,0.95,0.684,1.83966330108844e-15,"9","Eif5b"
"Gspt1",1.30084729800679e-19,0.25816319605943,0.695,0.342,2.17280524186075e-15,"9","Gspt1"
"Cebpg",1.50099223170006e-19,0.260402690870948,0.805,0.419,2.50710732460861e-15,"9","Cebpg"
"Rpl303",1.6856251472814e-19,0.252399076956383,0.995,0.961,2.81549968350412e-15,"9","Rpl30"
"Gnb2l11",4.06331311877839e-19,0.307905607592988,0.99,0.913,6.78695190229554e-15,"9","Gnb2l1"
"Slc38a21",7.78431854887899e-19,0.282867078990541,0.93,0.622,1.30021472721926e-14,"9","Slc38a2"
"Txndc171",8.10195803641985e-19,0.319964697335706,0.92,0.674,1.35327005082321e-14,"9","Txndc17"
"mt-Nd4l",8.39071900724069e-19,0.300695295995746,0.9,0.559,1.40150179577941e-14,"9","mt-Nd4l"
"Tiparp1",1.18688947673877e-18,0.2980914195051,0.875,0.499,1.98246149299676e-14,"9","Tiparp"
"Tuba4a2",1.19236358608251e-18,0.288588517758266,0.845,0.487,1.99160489783362e-14,"9","Tuba4a"
"Atpif11",1.31471143906284e-18,0.299569241023911,0.935,0.67,2.19596251666666e-14,"9","Atpif1"
"Serbp1",1.33594098761962e-18,0.285730628389488,0.98,0.873,2.23142223162105e-14,"9","Serbp1"
"Uqcrc1",1.82621638788024e-18,0.334714476546518,0.855,0.528,3.05032923267637e-14,"9","Uqcrc1"
"Clic4",2.75005510652688e-18,0.31256455271574,0.88,0.533,4.59341704443184e-14,"9","Clic4"
"Hspa9",3.11696691465467e-18,0.265036803516491,0.845,0.465,5.2062698375477e-14,"9","Hspa9"
"Ndrg12",3.16132199700069e-18,0.286842393533129,0.925,0.574,5.28035613159026e-14,"9","Ndrg1"
"Srsf51",4.00610581563414e-18,0.344675428745374,0.925,0.623,6.6913985438537e-14,"9","Srsf5"
"Zfp7061",4.24525463702953e-18,0.307695024264209,0.95,0.692,7.09084882023042e-14,"9","Zfp706"
"Slc6a62",4.79661618273474e-18,0.38443492173001,0.875,0.554,8.01178801002183e-14,"9","Slc6a6"
"Rpl6l2",5.03646724197841e-18,0.32603797220174,0.95,0.823,8.41241123427653e-14,"9","Rpl6l"
"Gm100731",6.53842643345684e-18,0.29906640797948,0.97,0.895,1.0921133671803e-13,"9","Gm10073"
"Eif2s2",8.72611388656588e-18,0.316170483438981,0.99,0.836,1.4575228024731e-13,"9","Eif2s2"
"Npm12",1.3160232164553e-17,0.304601090556066,0.97,0.886,2.19815357844529e-13,"9","Npm1"
"Fubp1",1.34887407092046e-17,0.271429808852619,0.855,0.474,2.25302436065845e-13,"9","Fubp1"
"Rpl310",1.36362626369124e-17,0.277426983382081,1,0.993,2.27766494824347e-13,"9","Rpl3"
"Bcl101",1.46806244140874e-17,0.302061485113506,0.91,0.624,2.45210469588501e-13,"9","Bcl10"
"Ccnd21",1.63916346993096e-17,0.344539169275003,0.95,0.774,2.73789474382569e-13,"9","Ccnd2"
"Tomm201",1.67089269078366e-17,0.293569702162984,0.96,0.809,2.79089206141595e-13,"9","Tomm20"
"Atf31",5.6443952836462e-17,0.625247606302051,0.735,0.406,9.42783344227424e-13,"9","Atf3"
"Metap2",5.66640613006686e-17,0.279599828567781,0.885,0.553,9.46459815905068e-13,"9","Metap2"
"Atf41",9.38887926145741e-17,0.268500225640711,0.98,0.715,1.56822450304123e-12,"9","Atf4"
"Pdap1",2.49309493237655e-16,0.287414185704146,0.855,0.515,4.16421646554856e-12,"9","Pdap1"
"Nhp2l1",3.06293922375226e-16,0.288998673258021,0.93,0.666,5.1160273854334e-12,"9","Nhp2l1"
"Purb1",3.51799121627734e-16,0.333308081454217,0.88,0.538,5.87610072854805e-12,"9","Purb"
"Fosb2",4.02966661183165e-16,0.25537323101284,0.81,0.466,6.73075214174241e-12,"9","Fosb"
"Mtdh",4.80999591391546e-16,0.306743301566722,0.815,0.529,8.034136175013e-12,"9","Mtdh"
"mt-Atp61",4.95756935050704e-16,0.302646791490992,1,1,8.2806280861519e-12,"9","mt-Atp6"
"Skp1a2",7.37416315309885e-16,0.286026039729967,0.84,0.504,1.2317064714621e-11,"9","Skp1a"
"4930523C07Rik4",8.26927714730972e-16,0.253653312330828,0.93,0.65,1.38121736191514e-11,"9","4930523C07Rik"
"mt-Nd2",9.74503432249873e-16,0.294000805619517,0.965,0.835,1.62771308288696e-11,"9","mt-Nd2"
"Zfand5",1.27442717989609e-15,0.331804791476144,0.93,0.615,2.12867571858043e-11,"9","Zfand5"
"Vapa",1.72808886057696e-15,0.299853784627127,0.92,0.647,2.88642682382169e-11,"9","Vapa"
"Cd2071",1.77084953118834e-15,0.667818611997256,0.685,0.386,2.95784997194389e-11,"9","Cd207"
"Baz1a",1.96792332666067e-15,0.311755221143631,0.85,0.566,3.28702233252131e-11,"9","Baz1a"
"mt-Nd52",2.44676358992036e-15,0.300097641627866,0.93,0.653,4.08682922424397e-11,"9","mt-Nd5"
"G3bp1",2.60630666340138e-15,0.273874098176909,0.93,0.636,4.35331401987932e-11,"9","G3bp1"
"Rbms12",2.71737004945045e-15,0.306326897299581,0.935,0.619,4.53882319359709e-11,"9","Rbms1"
"Tuba1c2",3.19300855889809e-15,0.3054472578083,0.78,0.469,5.33328219592748e-11,"9","Tuba1c"
"Srsf22",6.52593314791723e-15,0.256237215260671,0.98,0.867,1.09002661369661e-10,"9","Srsf2"
"Arglu1",1.00408704896906e-14,0.261692902654054,0.775,0.453,1.67712659789303e-10,"9","Arglu1"
"Ddx3x",1.22110544430223e-14,0.27496925561516,0.89,0.576,2.03961242361802e-10,"9","Ddx3x"
"Ralbp1",2.87549313577477e-14,0.255527432304863,0.86,0.526,4.8029361846846e-10,"9","Ralbp1"
"Hnrnpab",6.43630053043826e-14,0.264271483933697,0.945,0.717,1.0750552775991e-09,"9","Hnrnpab"
"Cdk11b1",1.25903227230282e-13,0.283278757078065,0.89,0.644,2.10296160442739e-09,"9","Cdk11b"
"Naca1",1.64057863116547e-13,0.263266420293322,0.98,0.944,2.74025848763568e-09,"9","Naca"
"Atp1a1",1.96046988186194e-13,0.286143481801536,0.92,0.641,3.274572843674e-09,"9","Atp1a1"
"Rpl36-ps3",3.16848633798263e-13,0.25371803423198,0.905,0.612,5.29232273033239e-09,"9","Rpl36-ps3"
"Map2k3",6.53352394285841e-13,0.253088436438197,0.935,0.732,1.09129450417564e-08,"9","Map2k3"
"Uqcr11",9.35768748147179e-13,0.265449741789843,0.94,0.719,1.56301454003023e-08,"9","Uqcr11"
"Eef1g1",1.5629924400562e-12,0.270719137851667,0.985,0.836,2.61066627262588e-08,"9","Eef1g"
"Cdkn1a2",1.83313681661547e-12,0.254415197243488,0.995,0.883,3.06188842479283e-08,"9","Cdkn1a"
"mt-Nd3",3.55024853080985e-12,0.250924768762663,0.9,0.581,5.9299801210117e-08,"9","mt-Nd3"
"Eef23",8.02897044659275e-12,0.252978956500323,1,0.983,1.34107893369439e-07,"9","Eef2"
"mt-Nd11",3.59983157984793e-11,0.282869142696095,0.995,0.991,6.01279868782e-07,"9","mt-Nd1"
"Erdr1",3.45673467765877e-10,0.298484433992853,0.625,0.359,5.77378393209344e-06,"9","Erdr1"
"Gltp1",3.95234464498499e-07,0.313916140351719,0.82,0.539,0.00660160126051842,"9","Gltp"
"Mmp121",2.4263782597642e-06,0.319084537354615,0.125,0.05,0.0405277960728415,"9","Mmp12"
"Kdm6b2",1.03720328735306e-05,0.256879727013281,0.935,0.736,0.173244065086581,"9","Kdm6b"
"Tnfaip21",0.000107415675168692,0.251199121089231,0.485,0.349,1,"9","Tnfaip2"
"Birc5",1.22276490572595e-174,1.11099842811795,0.785,0.102,2.04238422203405e-170,"10","Birc5"
"2810417H13Rik",8.62164028255838e-174,1.60713971090816,0.875,0.14,1.44007257639573e-169,"10","2810417H13Rik"
"Top2a",9.92852276064889e-160,1.41182869293485,0.875,0.157,1.65836115671118e-155,"10","Top2a"
"Rrm2",6.01373796399762e-138,1.27560656272659,0.695,0.103,1.00447465212652e-133,"10","Rrm2"
"Nusap1",1.70161552765393e-132,0.904147532486492,0.585,0.07,2.84220841584036e-128,"10","Nusap1"
"Asf1b",6.10347657254271e-128,0.908694088336243,0.69,0.107,1.01946369191181e-123,"10","Asf1b"
"Stmn1",8.98791529101529e-127,1.76346927310344,0.995,0.38,1.50125149105828e-122,"10","Stmn1"
"Spc24",2.82615597465587e-123,0.821303260688621,0.655,0.098,4.72052832446769e-119,"10","Spc24"
"Smc2",6.09938715176453e-123,1.06198349382154,0.805,0.168,1.01878063595923e-118,"10","Smc2"
"Mki67",4.5118459924638e-113,1.00066464904751,0.76,0.156,7.53613636121228e-109,"10","Mki67"
"Ube2c",2.28919737575475e-110,0.926708667039194,0.555,0.075,3.82364637672316e-106,"10","Ube2c"
"Hist1h2ap",4.37363302825562e-104,1.72000277819064,0.785,0.192,7.30527924709536e-100,"10","Hist1h2ap"
"Cdk1",7.39461747861848e-103,0.597473078159658,0.515,0.068,1.23512295745364e-98,"10","Cdk1"
"Cdca8",1.13504994654658e-102,0.715884684090645,0.6,0.098,1.89587392571674e-98,"10","Cdca8"
"Cit",2.34408656355453e-102,0.52802671387874,0.42,0.043,3.91532778710512e-98,"10","Cit"
"Rad51",1.31598470138321e-101,0.510184179478684,0.455,0.052,2.19808924672037e-97,"10","Rad51"
"Ccnb2",3.17819797098184e-101,0.699932520348936,0.53,0.072,5.30854407093097e-97,"10","Ccnb2"
"Cks1b",4.62244897801863e-97,0.969142026518291,0.82,0.231,7.72087652798452e-93,"10","Cks1b"
"Hist1h2ag",3.59797535414223e-96,0.478504699438645,0.325,0.025,6.00969823402377e-92,"10","Hist1h2ag"
"Cdca3",1.60383924653824e-86,0.617063425053551,0.495,0.076,2.67889269349282e-82,"10","Cdca3"
"Hmgb2",1.21396957998891e-84,1.40598429658679,0.975,0.694,2.02769338945548e-80,"10","Hmgb2"
"Dut",5.94081435327622e-81,0.874914120576248,0.78,0.234,9.92294221427727e-77,"10","Dut"
"Ccna2",1.24547907187997e-80,0.59061799460195,0.445,0.065,2.08032369376111e-76,"10","Ccna2"
"Cenpf",6.53358027606329e-80,0.63556935104208,0.4,0.052,1.09130391351085e-75,"10","Cenpf"
"Hmgb11",1.33766600903238e-79,0.943606007686879,0.995,0.915,2.23430353488679e-75,"10","Hmgb1"
"Mcm5",7.40750448052857e-79,0.613766857811944,0.56,0.107,1.23727547338269e-74,"10","Mcm5"
"Rbm3",1.24400194312643e-76,0.798194265491854,1,0.968,2.07785644560407e-72,"10","Rbm3"
"Hells",9.554391942675e-75,0.573582645687254,0.48,0.082,1.59587008618501e-70,"10","Hells"
"Lockd",3.45809188508856e-73,0.608749645013115,0.565,0.117,5.77605087566343e-69,"10","Lockd"
"Prim1",2.83120365305295e-72,0.545444160178862,0.46,0.078,4.72895946169435e-68,"10","Prim1"
"Prc1",6.45378142417129e-72,0.527397462983077,0.46,0.077,1.07797511127933e-67,"10","Prc1"
"Tacc3",1.59209713854509e-71,0.533773842587238,0.45,0.075,2.65927985051186e-67,"10","Tacc3"
"Ppia",3.04595202786254e-70,0.58162854172585,1,0.998,5.0876536721388e-66,"10","Ppia"
"Kif11",4.64000721301289e-68,0.442433406352538,0.32,0.038,7.75020404789542e-64,"10","Kif11"
"Kif22",5.98447645171756e-68,0.341324139132279,0.305,0.034,9.99587101730385e-64,"10","Kif22"
"Hmmr",1.58382882521186e-67,0.37382199874139,0.27,0.026,2.64546928675137e-63,"10","Hmmr"
"Diaph3",3.72906192338357e-67,0.402834622830415,0.38,0.055,6.22865213062757e-63,"10","Diaph3"
"Hist1h1b",8.47568798810596e-67,0.644593628587409,0.375,0.055,1.41569416465334e-62,"10","Hist1h1b"
"Smc4",9.79239004312214e-67,0.912514635207348,0.835,0.328,1.63562290890269e-62,"10","Smc4"
"Lgals12",1.33528871357861e-66,0.807639810409369,1,0.982,2.23033273829035e-62,"10","Lgals1"
"Tubb5",2.57764068097706e-66,1.28001317850251,0.965,0.697,4.30543322943598e-62,"10","Tubb5"
"Hist1h1e",1.11662148815195e-65,0.894151376009963,0.57,0.135,1.8650928716602e-61,"10","Hist1h1e"
"Hmgn2",6.68071609557401e-65,1.06564741558905,0.895,0.477,1.11588000944373e-60,"10","Hmgn2"
"Ptma",1.94817648580036e-64,0.763030079393463,1,0.994,3.25403918423235e-60,"10","Ptma"
"Lig1",3.06339520074628e-64,0.706161774296028,0.53,0.121,5.11678900380651e-60,"10","Lig1"
"Hist1h2ae",4.76326053525167e-64,0.792499045138546,0.46,0.089,7.95607407203087e-60,"10","Hist1h2ae"
"Gmnn",1.45917435822921e-63,0.612836885146788,0.56,0.134,2.43725893055025e-59,"10","Gmnn"
"Fbxo5",1.56309110683371e-62,0.484505961690658,0.295,0.035,2.61083107574434e-58,"10","Fbxo5"
"Ncapd2",3.47644302122271e-62,0.50099531543113,0.465,0.093,5.80670277834829e-58,"10","Ncapd2"
"Nrm",5.09687508014153e-62,0.691298562319835,0.65,0.19,8.5133104463604e-58,"10","Nrm"
"Mad2l1",6.8401355537402e-62,0.429471153996826,0.375,0.059,1.14250784154123e-57,"10","Mad2l1"
"Ran",2.13609714422643e-60,0.751366685721921,0.98,0.787,3.5679230600014e-56,"10","Ran"
"Zfp367",4.43376762078691e-58,0.511751716235314,0.435,0.086,7.40572205700037e-54,"10","Zfp367"
"Hint1",1.04335895582084e-57,0.703077128097938,0.96,0.851,1.74272246390755e-53,"10","Hint1"
"Casc5",1.13916803890758e-57,0.394550451817607,0.33,0.048,1.90275237538733e-53,"10","Casc5"
"Hist1h2ab",1.94107665903267e-57,0.311830449113081,0.225,0.021,3.24218034358228e-53,"10","Hist1h2ab"
"Pbk",8.21121394059552e-57,0.429931853893057,0.32,0.046,1.37151906449767e-52,"10","Pbk"
"Aspm",1.25549588911106e-56,0.29636586057059,0.235,0.023,2.0970547835822e-52,"10","Aspm"
"Rad51ap1",2.79837199512575e-56,0.375627676187679,0.28,0.035,4.67412074345854e-52,"10","Rad51ap1"
"Cenpe",1.39957691161194e-55,0.352839553210841,0.3,0.041,2.33771331546542e-51,"10","Cenpe"
"2700094K13Rik",2.40403063707046e-55,0.723268554094259,0.76,0.297,4.01545237309878e-51,"10","2700094K13Rik"
"Mcm3",3.10650072881918e-55,0.519708797717446,0.52,0.127,5.18878816734668e-51,"10","Mcm3"
"Tk1",6.53750532919817e-55,0.405610732425466,0.375,0.066,1.09195951513597e-50,"10","Tk1"
"Plk4",8.45276930287162e-55,0.535238511086264,0.465,0.103,1.41186605665865e-50,"10","Plk4"
"Fen1",1.08892274894127e-54,0.515226286982605,0.505,0.12,1.8188276675566e-50,"10","Fen1"
"Hist1h2bj",2.6311077826502e-54,0.356551725718521,0.225,0.023,4.39473932936064e-50,"10","Hist1h2bj"
"Tuba1b",5.63710663549909e-54,1.09043757834428,0.945,0.671,9.41565921327413e-50,"10","Tuba1b"
"Dnajc9",5.88285973178466e-54,0.670352607027381,0.68,0.23,9.82614060999991e-50,"10","Dnajc9"
"Anp32b",7.00546688652621e-54,0.735176574771641,0.985,0.77,1.17012313405647e-49,"10","Anp32b"
"Tyms",2.00991105842023e-53,0.620410949547962,0.455,0.103,3.35715444087931e-49,"10","Tyms"
"Ncapg",5.89189308104578e-53,0.341593631751136,0.25,0.029,9.84122901327077e-49,"10","Ncapg"
"Tmpo",7.11169512499588e-52,0.763605563760903,0.78,0.329,1.18786643672806e-47,"10","Tmpo"
"Spc25",1.76696354945023e-50,0.36222815905445,0.33,0.055,2.95135921664672e-46,"10","Spc25"
"Cenpm",3.53048374594182e-50,0.360456057939711,0.345,0.061,5.89696700084662e-46,"10","Cenpm"
"Cep55",4.24395617932303e-50,0.272555929324702,0.215,0.023,7.08868000632325e-46,"10","Cep55"
"Uhrf1",8.89347337184087e-50,0.444580422018486,0.39,0.079,1.48547685729858e-45,"10","Uhrf1"
"Neil3",5.55194471162209e-49,0.25526476113451,0.21,0.022,9.27341325182237e-45,"10","Neil3"
"Aurkb",1.6859505749752e-48,0.355520356732014,0.29,0.044,2.81604324538107e-44,"10","Aurkb"
"Incenp",5.79021719384775e-48,0.421819604349016,0.4,0.085,9.6713997788839e-44,"10","Incenp"
"Racgap1",6.16947597489116e-48,0.467927588852575,0.455,0.108,1.03048757208607e-43,"10","Racgap1"
"Ska1",9.37142248369183e-48,0.272436121122,0.215,0.024,1.56530869745105e-43,"10","Ska1"
"Rora3",1.25141187070698e-47,0.773312053947381,0.92,0.525,2.09023324764188e-43,"10","Rora"
"Ccnb1",2.73466190307812e-47,0.348592138246502,0.195,0.019,4.56770577671139e-43,"10","Ccnb1"
"Nuf2",8.71224358515807e-47,0.281498141595047,0.23,0.028,1.45520604602895e-42,"10","Nuf2"
"Hist2h2ac",2.96896494485389e-46,0.419933089857844,0.37,0.074,4.95906214738946e-42,"10","Hist2h2ac"
"H2afv",6.61341255963381e-46,0.76544057427984,0.925,0.557,1.10463829983564e-41,"10","H2afv"
"Tpx2",1.36958762542917e-45,0.337713040597587,0.32,0.057,2.28762221075435e-41,"10","Tpx2"
"Cenpw",2.27306193077689e-45,0.524869432461717,0.55,0.168,3.79669534297663e-41,"10","Cenpw"
"Ccdc34",2.70969400973198e-45,0.510876879030329,0.5,0.142,4.52600190445533e-41,"10","Ccdc34"
"Rpa2",4.7028271331557e-45,0.502991349753718,0.495,0.136,7.85513216050997e-41,"10","Rpa2"
"Clic1",6.13258552164894e-45,0.58649511249423,0.995,0.907,1.02432575968102e-40,"10","Clic1"
"Pkmyt1",1.19366385244237e-44,0.386357879807729,0.325,0.06,1.99377673273449e-40,"10","Pkmyt1"
"Chaf1a",1.38103998173839e-44,0.299200375668088,0.29,0.048,2.30675108149763e-40,"10","Chaf1a"
"Prdx4",2.54184446840522e-44,0.624107470335285,0.705,0.285,4.24564281557723e-40,"10","Prdx4"
"Knstrn",6.03352001587368e-44,0.355949116969134,0.295,0.051,1.00777884825138e-39,"10","Knstrn"
"Haus4",6.33359768071479e-44,0.340076254148016,0.39,0.085,1.05790082060979e-39,"10","Haus4"
"Ckap2l",9.72213995059158e-44,0.26637348057178,0.23,0.031,1.62388903594731e-39,"10","Ckap2l"
"Sgol1",1.29904008534025e-43,0.285425915640596,0.215,0.026,2.16978665454382e-39,"10","Sgol1"
"Nucks1",4.54202636317099e-43,0.64273410831115,0.805,0.414,7.5865466344045e-39,"10","Nucks1"
"Dek",9.48658495791228e-43,0.71247656434778,0.945,0.65,1.58454428552009e-38,"10","Dek"
"Tipin",1.02687432063202e-42,0.509060674077088,0.49,0.14,1.71518817775166e-38,"10","Tipin"
"Ncaph",1.3785957782323e-42,0.261491774225836,0.23,0.031,2.30266852838141e-38,"10","Ncaph"
"Mcm6",3.60306297537057e-42,0.430999374139107,0.505,0.143,6.01819608776146e-38,"10","Mcm6"
"Pmf1",4.41291378930004e-42,0.499738666989305,0.555,0.179,7.37088990226786e-38,"10","Pmf1"
"Hjurp",4.42793485272068e-42,0.543802110032078,0.52,0.16,7.39597958449936e-38,"10","Hjurp"
"Mlf1",6.43356455746704e-42,0.38124462474267,0.35,0.073,1.07459828803372e-37,"10","Mlf1"
"Ncapg2",6.75826050400573e-42,0.375149454183515,0.33,0.067,1.12883225198408e-37,"10","Ncapg2"
"Hist1h4d",1.02543843241045e-41,0.407406447739506,0.385,0.09,1.71278981365517e-37,"10","Hist1h4d"
"Esco2",1.68059388244295e-41,0.263695054476899,0.2,0.024,2.80709596184446e-37,"10","Esco2"
"Anp32e",2.39177681477523e-41,0.704780310178689,0.845,0.481,3.99498481371906e-37,"10","Anp32e"
"Snrpe",2.40935415243772e-41,0.59484818235556,0.94,0.69,4.02434424081672e-37,"10","Snrpe"
"Lsm5",1.19463461812447e-39,0.644447172259379,0.895,0.59,1.9953982026533e-35,"10","Lsm5"
"Gm10282",1.40410218419827e-39,0.394250412497374,0.375,0.09,2.34527187826636e-35,"10","Gm10282"
"Cdkn3",2.01603534897982e-39,0.369449211894756,0.255,0.042,3.36738384340099e-35,"10","Cdkn3"
"Slc29a1",8.75241809607952e-39,0.460569926080765,0.495,0.152,1.46191639458816e-34,"10","Slc29a1"
"Ndc80",1.06321384582248e-38,0.265455996669974,0.275,0.049,1.77588608667729e-34,"10","Ndc80"
"Mcm7",2.54293560996886e-38,0.488167777803728,0.435,0.122,4.24746534933099e-34,"10","Mcm7"
"Rfc3",4.8335366212297e-38,0.372003736892174,0.365,0.087,8.07345621843997e-34,"10","Rfc3"
"Shcbp1",2.47259892605476e-37,0.316450655910555,0.245,0.04,4.12998198618927e-33,"10","Shcbp1"
"Kif23",6.0964376238018e-37,0.39984099778209,0.435,0.119,1.01828797630361e-32,"10","Kif23"
"E2f1",8.65807339694011e-37,0.457345733380563,0.405,0.112,1.44615799949091e-32,"10","E2f1"
"Dtl",5.92533361404761e-36,0.27597309779967,0.28,0.054,9.89708473554373e-32,"10","Dtl"
"Atad2",9.90679606668412e-36,0.458318502506742,0.495,0.159,1.65473214701825e-31,"10","Atad2"
"Tcf19",1.55813464535551e-35,0.282266100296805,0.245,0.042,2.6025522981373e-31,"10","Tcf19"
"Pdcd12",2.07326006705203e-35,0.694205142138637,0.505,0.168,3.46296628999701e-31,"10","Pdcd1"
"Tagln2",3.49525257662496e-35,0.485426200519834,0.995,0.845,5.83812037873667e-31,"10","Tagln2"
